name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest
Judd Abrahm,25/07/2019,"{'Python': 1, 'Java': 1, 'PHP': 1, 'C++': 2, 'JavaScript': 2}","['Competitive', 'Creative']",['Procrastination'],Yes,Yes,Yes,Fail,Business
Letizia Persence,20/07/2019,"{'Python': 2, 'C#': 3, 'Ruby': 1, 'PHP': 2, 'C++': 4, 'JavaScript': 2}","['Efficient', 'Altruism']","['Anxious', 'Procrastination']",Yes,Yes,No,Fail,Engineering
Forster Clines,11/07/2019,"{'R': 4, 'SPSS': 4}","['Empathy', 'Listening']","['Impatient', 'Chatty', 'Conventional']",Yes,Yes,Yes,Pass,Data
Carly Assandri,27/07/2019,"{'Python': 5, 'C#': 2, 'Java': 7, 'R': 2, 'SPSS': 2}","['Critical Thinking', 'Consistent', 'Courteous']","['Passive', 'Critical', 'Anxious']",Yes,Yes,Yes,Pass,Data
Tremain Barosch,27/07/2019,"{'R': 3, 'JavaScript': 1}",['Organisation'],"['Competitive', 'Perfectionist', 'Critical']",Yes,Yes,Yes,Pass,Business
Kyla Jankovsky,20/07/2019,"{'Java': 2, 'JavaScript': 3}","['Determined', 'Rational']",['Chatty'],Yes,No,Yes,Fail,Engineering
Kyla Jankovsky,20/07/2019,"{'Java': 2, 'JavaScript': 3}","['Determined', 'Rational']",['Chatty'],Yes,No,Yes,Fail,Engineering
Dixie Macrae,05/07/2019,"{'Java': 2, 'PHP': 1, 'JavaScript': 3}","['Altruism', 'Critical Thinking']",['Competitive'],No,Yes,Yes,Fail,Engineering
Lewiss Sabban,05/07/2019,"{'C#': 5, 'Java': 5, 'Ruby': 7, 'SPSS': 1, 'PHP': 1}","['Efficient', 'Charisma']",['Introverted'],Yes,Yes,Yes,Pass,Data
Kat Rigard,25/07/2019,"{'Python': 2, 'R': 4, 'JavaScript': 1}","['Competitive', 'Reliable', 'Listening']","['Distracted', 'Anxious', 'Conventional']",No,No,Yes,Fail,Data
Belia Losseljong,27/07/2019,"{'C#': 8, 'R': 3, 'SPSS': 3, 'C++': 2}",['Organisation'],['Impatient'],No,Yes,Yes,Fail,Business
Peggy Hariot,06/07/2019,{'C++': 5},['Passionate'],"['Competitive', 'Perfectionist', 'Impatient']",Yes,Yes,No,Fail,Data
Selby Floyd,04/07/2019,"{'Python': 4, 'Java': 4, 'R': 2, 'SPSS': 1, 'JavaScript': 1}","['Rational', 'Independent']",['Undisciplined'],Yes,Yes,Yes,Pass,Data
Prentice Van Der Hoeven,11/07/2019,{'Python': 1},['Critical Thinking'],"['Chaotic', 'Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Business
Amos Debill,25/07/2019,"{'Ruby': 5, 'R': 3, 'SPSS': 3, 'C++': 2}","['Consistent', 'Ambitious', 'Critical Thinking']","['Intolerant', 'Distracted', 'Perfectionist']",Yes,Yes,Yes,Pass,Data
Samson Mosen,26/07/2019,{'R': 4},"['Organisation', 'Perfectionism']",['Indifferent'],Yes,Yes,Yes,Pass,Business
Quint Pontain,06/07/2019,{'Python': 5},"['Empathy', 'Rational', 'Listening']","['Indecisive', 'Undisciplined', 'Impatient']",Yes,Yes,Yes,Pass,Business
Tana Cullinane,12/07/2019,"{'Python': 2, 'Ruby': 1, 'PHP': 3, 'JavaScript': 1}","['Ambitious', 'Organisation']","['Slow', 'Competitive']",Yes,Yes,Yes,Pass,Business
Costanza Pyke,25/07/2019,"{'Python': 2, 'Java': 4, 'Ruby': 2, 'R': 2, 'PHP': 1, 'JavaScript': 3}","['Passionate', 'Efficient', 'Independent']",['Anxious'],Yes,Yes,Yes,Pass,Engineering
Kenton Kilgrove,04/07/2019,"{'C#': 2, 'R': 3}","['Collaboration', 'Competitive']","['Selfish', 'Impulsive', 'Competitive']",Yes,Yes,Yes,Pass,Data
Darda Di Giacomo,06/07/2019,"{'C#': 4, 'Java': 2, 'Ruby': 2, 'R': 2, 'JavaScript': 3}","['Passionate', 'Creative', 'Empathy']","['Undisciplined', 'Slow', 'Overbearing']",Yes,Yes,No,Fail,Engineering
Othilia Hucker,25/07/2019,"{'C#': 1, 'Java': 1, 'SPSS': 7, 'PHP': 1, 'C++': 2}",['Determined'],"['Perfectionist', 'Chaotic']",Yes,Yes,Yes,Pass,Engineering
Lavinie Marshman,18/07/2019,"{'Ruby': 3, 'R': 1, 'C++': 7}",['Composure'],"['Distracted', 'Anxious']",Yes,Yes,Yes,Pass,Business
Silvain Kuhwald,25/07/2019,"{'C#': 2, 'Java': 6, 'Ruby': 3}","['Organisation', 'Reliable']","['Introverted', 'Anxious']",Yes,Yes,Yes,Pass,Data
Audra Boodell,20/07/2019,"{'Python': 3, 'R': 2, 'SPSS': 3}",['Innovative'],"['Sensitive', 'Immature', 'Impatient']",Yes,Yes,Yes,Pass,Engineering
Wilt Gotliffe,06/07/2019,"{'Python': 1, 'C#': 4, 'Java': 1, 'Ruby': 3, 'C++': 2}","['Rational', 'Reliable']","['Immature', 'Introverted']",Yes,Yes,Yes,Pass,Business
Rosene Yearnsley,27/07/2019,"{'Python': 2, 'Java': 3, 'Ruby': 2, 'SPSS': 2, 'C++': 1}",['Independent'],"['Impatient', 'Passive']",Yes,No,Yes,Fail,Business
Larry Claridge,18/07/2019,{'JavaScript': 2},"['Charisma', 'Curious']",['Anxious'],Yes,Yes,Yes,Pass,Engineering
Hattie Dullard,05/07/2019,"{'Java': 6, 'Ruby': 5, 'C++': 2, 'JavaScript': 6}","['Curious', 'Consistent']","['Distracted', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering
Dacy Pococke,13/07/2019,{'Ruby': 1},"['Independent', 'Passionate', 'Courteous']","['Passive', 'Critical', 'Selfish']",Yes,Yes,No,Fail,Engineering
Kingsly Lowdwell,20/07/2019,"{'C#': 1, 'SPSS': 4, 'PHP': 3, 'JavaScript': 2}","['Problem Solving', 'Composure']",['Chatty'],Yes,No,Yes,Fail,Data
Cleon Kemson,20/07/2019,"{'Python': 4, 'Java': 2, 'PHP': 3, 'C++': 3, 'JavaScript': 3}","['Problem Solving', 'Curious', 'Independent']",['Overbearing'],Yes,Yes,Yes,Pass,Engineering
Seymour Rodda,06/07/2019,"{'C#': 2, 'SPSS': 6, 'C++': 3}","['Passionate', 'Courteous']","['Introverted', 'Conventional']",Yes,Yes,No,Fail,Engineering
Linc Hallex,20/07/2019,"{'Python': 2, 'C++': 4, 'JavaScript': 3}","['Curious', 'Collaboration']","['Selfish', 'Immature']",Yes,Yes,Yes,Pass,Engineering
Tobe Markovic,05//12/2019,"{'C#': 6, 'SPSS': 3, 'PHP': 3}","['Collaboration', 'Competitive']","['Anxious', 'Critical']",No,Yes,Yes,Fail,Data
Candy Berends,10/12/2019,"{'SPSS': 2, 'PHP': 3}","['Passionate', 'Listening']","['Impulsive', 'Procrastination', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Charmian Martinuzzi,17/12/2019,"{'Python': 2, 'Ruby': 5, 'PHP': 1}","['Consistent', 'Independent', 'Perfectionism']","['Critical', 'Conventional', 'Distracted']",No,Yes,Yes,Fail,Data
Mirabelle Shakeshaft,18/12/2019,"{'Python': 3, 'C#': 4, 'R': 2, 'SPSS': 2, 'JavaScript': 6}","['Empathy', 'Versatile', 'Consistent']","['Critical', 'Immature']",Yes,Yes,Yes,Pass,Engineering
Benita Downgate,05/12/2019,"{'Python': 2, 'Ruby': 5}","['Collaboration', 'Creative']","['Stubborn', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Adolpho Litterick,10/12/2019,,"['Consistent', 'Altruism']","['Indecisive', 'Indifferent', 'Sensitive']",Yes,Yes,No,Fail,Engineering
Rockey Courtes,10/12/2019,"{'Python': 2, 'Ruby': 4, 'R': 5, 'JavaScript': 8}","['Organisation', 'Passionate', 'Curious']","['Selfish', 'Overbearing', 'Procrastination']",Yes,No,No,Fail,Business
Berry Gammel,11/12/2019,"{'Python': 5, 'C#': 3, 'Java': 3, 'Ruby': 2, 'SPSS': 2, 'PHP': 1, 'C++': 1}",['Determined'],['Conventional'],Yes,No,Yes,Fail,Business
Moritz Mosedall,11/12/2019,"{'Ruby': 2, 'SPSS': 2, 'JavaScript': 5}","['Reliable', 'Rational']","['Competitive', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering
Trefor Kalinowsky,04/12/2019,"{'C#': 3, 'Ruby': 3}","['Organisation', 'Perfectionism']","['Chaotic', 'Indifferent']",Yes,Yes,Yes,Pass,Data
Gertruda Syddie,12/12/2019,"{'C#': 8, 'Java': 6}","['Patient', 'Perfectionism', 'Empathy']","['Procrastination', 'Introverted', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering
Hersch Holburn,18/12/2019,"{'C#': 4, 'Ruby': 1, 'SPSS': 5, 'C++': 4}","['Collaboration', 'Problem Solving']",['Anxious'],Yes,Yes,Yes,Pass,Business
Alayne Farrans,19/12/2019,"{'C#': 4, 'SPSS': 5}","['Determined', 'Problem Solving', 'Ambitious']",['Intolerant'],Yes,Yes,Yes,Pass,Data
Adina Seton,18/12/2019,{'C#': 4},['Composure'],"['Undisciplined', 'Perfectionist']",Yes,Yes,Yes,Fail,Engineering
Leighton Iddy,04/12/2019,"{'C#': 1, 'JavaScript': 5}","['Determined', 'Charisma']","['Slow', 'Conventional']",No,Yes,Yes,Fail,Engineering
Nerti Welfair,11//12/2019,"{'Python': 1, 'C#': 1, 'C++': 3}","['Listening', 'Curious', 'Critical Thinking']",['Impatient'],No,Yes,Yes,Fail,Business
Olly Lannen,19/12/2019,"{'Python': 1, 'Java': 1, 'Ruby': 4, 'R': 3, 'SPSS': 3, 'C++': 3, 'JavaScript': 3}",['Determined'],"['Competitive', 'Intolerant', 'Indecisive']",Yes,Yes,Yes,Pass,Business
Ringo Goosey,03/12/2019,"{'Python': 1, 'C#': 4, 'Java': 4, 'PHP': 1}","['Passionate', 'Altruism', 'Creative']","['Impulsive', 'Passive']",Yes,No,Yes,Fail,Data
Sandro Pratchett,11/12/2019,{'Java': 4},"['Curious', 'Reliable']","['Sensitive', 'Impatient']",Yes,Yes,Yes,Pass,Business
Reba Cosser,19/12/2019,"{'Python': 5, 'C#': 1, 'Java': 3, 'SPSS': 11, 'JavaScript': 1}","['Organisation', 'Critical Thinking', 'Curious']",['Chaotic'],Yes,Yes,Yes,Pass,Business
Olia Lincoln,11/12/2019,"{'Python': 2, 'C#': 2, 'JavaScript': 4}","['Passionate', 'Courteous', 'Critical Thinking']","['Controlling', 'Introverted', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Nady Smallpiece,18/12/2019,"{'Python': 4, 'C#': 3, 'R': 3, 'SPSS': 7}",['Independent'],"['Anxious', 'Intolerant']",Yes,Yes,No,Fail,Engineering
Ali Bonds,03/12/2019,"{'Ruby': 1, 'SPSS': 2, 'C++': 3}",['Composure'],['Introverted'],Yes,Yes,No,Fail,Business
Dniren Barlas,12/12/2019,"{'Python': 2, 'C#': 4, 'Ruby': 3, 'SPSS': 1, 'C++': 1}",['Collaboration'],"['Overbearing', 'Procrastination']",Yes,Yes,Yes,Pass,Data
Leif Forsyth,19/12/2019,"{'Python': 1, 'C#': 2, 'Ruby': 2, 'PHP': 2, 'JavaScript': 2}",['Courteous'],"['Distracted', 'Selfish', 'Overbearing']",Yes,Yes,Yes,Pass,Business
Salmon Glenfield,10/12/2019,"{'Python': 1, 'C#': 4, 'Ruby': 1, 'R': 1, 'PHP': 5}",['Composure'],['Chatty'],Yes,Yes,No,Fail,Business
Jacquetta Pill,05/12/2019,"{'Python': 1, 'C#': 3, 'Ruby': 4}","['Passionate', 'Courteous']","['Undisciplined', 'Anxious']",No,Yes,Yes,Fail,Data
Caril Bayly,11/12/2019,"{'C#': 2, 'Java': 2, 'SPSS': 2}","['Collaboration', 'Determined', 'Efficient']","['Chaotic', 'Impulsive']",Yes,Yes,Yes,Pass,Business
Jordain Rochester,04/12/2019,"{'Java': 1, 'Ruby': 3, 'JavaScript': 2}",['Independent'],"['Indifferent', 'Selfish', 'Impatient']",Yes,Yes,No,Fail,Data
Clementia Beasleigh,04/12/2019,"{'C#': 5, 'Java': 3, 'JavaScript': 1}",['Reliable'],['Conventional'],Yes,Yes,Yes,Pass,Business
Vidovic Niblett,19/12/2019,"{'Ruby': 3, 'R': 3, 'SPSS': 5, 'PHP': 2, 'JavaScript': 5}","['Listening', 'Patient', 'Collaboration']","['Impatient', 'Indecisive', 'Overbearing']",Yes,No,No,Fail,Engineering
Christian Tunny,04/12/2019,"{'C#': 1, 'R': 4, 'PHP': 1, 'C++': 1}","['Composure', 'Efficient']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering
Eba Tarbath,17/12/2019,"{'Ruby': 5, 'R': 4}",['Patient'],"['Chaotic', 'Procrastination']",Yes,No,Yes,Fail,Data
Barton Moar,03/12/2019,"{'Python': 6, 'JavaScript': 1}",['Listening'],"['Critical', 'Sensitive']",Yes,Yes,Yes,Pass,Business
Jo Ann Beeke,12/12/2019,"{'R': 2, 'C++': 5}","['Independent', 'Perfectionism']",['Intolerant'],No,Yes,No,Fail,Business
Terencio Mulles,05/12/2019,"{'Python': 4, 'SPSS': 5}",['Determined'],"['Intolerant', 'Controlling', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Mart Haggerstone,12/12/2019,"{'Python': 1, 'Ruby': 2, 'SPSS': 3}","['Organisation', 'Creative', 'Ambitious']","['Sensitive', 'Introverted']",Yes,Yes,Yes,Pass,Data
Norean Caston,18/12/2019,"{'Python': 3, 'C++': 3}","['Organisation', 'Creative', 'Consistent']",['Introverted'],Yes,Yes,Yes,Pass,Business
Tiphanie Selway,18/12/2019,,['Altruism'],['Immature'],No,Yes,Yes,Fail,Business
Deeyn Klimkin,05/12/2019,,['Problem Solving'],['Chatty'],Yes,No,Yes,Fail,Business
Charlotte Laxe,11/12/2019,{'JavaScript': 4},"['Reliable', 'Creative']",['Competitive'],Yes,Yes,Yes,Pass,Engineering
Trenna Mccurt,04/12/2019,"{'Python': 1, 'Ruby': 4, 'R': 1, 'PHP': 1}","['Determined', 'Charisma']","['Intolerant', 'Introverted']",Yes,No,No,Fail,Engineering
Cori Docwra,11/12/2019,"{'Python': 1, 'Java': 4, 'PHP': 3, 'C++': 2}","['Independent', 'Organisation', 'Ambitious']","['Competitive', 'Introverted']",No,Yes,Yes,Fail,Business
Bessy Turpie,11/12/2019,"{'C#': 5, 'Ruby': 1, 'JavaScript': 4}","['Collaboration', 'Empathy']",['Distracted'],Yes,No,Yes,Fail,Data
Whit Brisse,19/12/2019,"{'C#': 2, 'C++': 3, 'JavaScript': 1}","['Ambitious', 'Composure']","['Slow', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Bernhard Birchall,04/12/2019,"{'C#': 3, 'Java': 1}",['Independent'],['Controlling'],Yes,Yes,Yes,Pass,Data
Jena Livings,10/12/2019,"{'Java': 2, 'R': 4, 'SPSS': 1, 'PHP': 2, 'JavaScript': 3}",['Altruism'],"['Critical', 'Conventional', 'Passive']",Yes,Yes,No,Fail,Business
Kaitlyn Chagg,10/12/2019,"{'Python': 3, 'C#': 2, 'Java': 4, 'R': 3, 'PHP': 3, 'JavaScript': 2}","['Rational', 'Altruism']","['Distracted', 'Perfectionist']",Yes,Yes,Yes,Pass,Data
Beilul Crannach,03/12/2019,"{'Python': 2, 'C#': 1, 'Ruby': 7, 'C++': 1, 'JavaScript': 5}","['Courteous', 'Independent', 'Critical Thinking']","['Stubborn', 'Impatient', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
El Shepstone,11/12/2019,"{'Python': 7, 'C#': 2, 'Java': 5, 'SPSS': 1}",['Empathy'],"['Chatty', 'Chaotic', 'Perfectionist']",Yes,Yes,Yes,Pass,Data
Patrice Milhench,12/12/2019,"{'Python': 4, 'Java': 2, 'R': 2, 'JavaScript': 2}","['Independent', 'Listening', 'Passionate']",['Sensitive'],Yes,Yes,Yes,Pass,Business
Trudey Brockman,19/12/2019,"{'Python': 6, 'C#': 1, 'Ruby': 2}","['Composure', 'Patient']","['Passive', 'Selfish']",Yes,Yes,Yes,Fail,Data
Nahum Riddock,11/12/2019,"{'SPSS': 2, 'C++': 2}","['Efficient', 'Passionate', 'Critical Thinking']","['Slow', 'Introverted', 'Selfish']",Yes,Yes,Yes,Pass,Business
Felicle Kops,04/12/2019,"{'Java': 4, 'R': 2, 'SPSS': 2, 'PHP': 5, 'JavaScript': 8}","['Critical Thinking', 'Composure', 'Perfectionism']","['Immature', 'Stubborn']",Yes,Yes,Yes,Pass,Business
Berni Torra,11/12/2019,"{'Python': 3, 'C#': 3, 'Java': 3, 'JavaScript': 3}","['Versatile', 'Ambitious']",['Intolerant'],Yes,Yes,Yes,Pass,Data
Steffane Laity,10/12/2019,"{'Python': 1, 'C#': 2, 'C++': 1}","['Independent', 'Ambitious', 'Charisma']","['Introverted', 'Indifferent']",Yes,Yes,Yes,Pass,Data
Nobe Guerrazzi,17/12/2019,"{'Python': 1, 'C#': 7, 'Ruby': 5, 'JavaScript': 4}","['Competitive', 'Independent', 'Critical Thinking']","['Slow', 'Stubborn']",Yes,Yes,Yes,Pass,Business
Solly Reek,12/12/2019,"{'C#': 2, 'Ruby': 2}","['Empathy', 'Courteous', 'Innovative']","['Critical', 'Indecisive', 'Slow']",Yes,Yes,No,Fail,Engineering
Harrie Chatin,10/12/2019,"{'Ruby': 4, 'JavaScript': 2}","['Problem Solving', 'Versatile', 'Consistent']","['Immature', 'Impulsive', 'Distracted']",Yes,Yes,Yes,Pass,Business
Horten Koomar,11/12/2019,"{'Python': 4, 'Java': 2, 'SPSS': 6, 'C++': 6}",['Innovative'],"['Chaotic', 'Introverted', 'Conventional']",Yes,Yes,Yes,Pass,Engineering
Brandon Lotherington,03/12/2019,"{'C#': 3, 'R': 2, 'C++': 2, 'JavaScript': 2}","['Rational', 'Patient', 'Altruism']",['Introverted'],Yes,Yes,Yes,Pass,Data
Allie Sheber,05/12/2019,"{'Python': 5, 'C#': 2, 'Java': 3, 'R': 4, 'SPSS': 3}","['Courteous', 'Reliable']",['Chaotic'],Yes,Yes,Yes,Pass,Business
Gunilla Lucken,19/12/2019,"{'C#': 7, 'Java': 2, 'JavaScript': 2}","['Organisation', 'Consistent']","['Intolerant', 'Impatient']",Yes,No,Yes,Fail,Data
Yorgos O'Rourke,19/12/2019,"{'R': 1, 'C++': 1, 'JavaScript': 4}","['Rational', 'Independent']","['Competitive', 'Anxious', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Finn Maasze,03/12/2019,"{'C#': 2, 'Java': 2, 'Ruby': 3}","['Creative', 'Rational', 'Problem Solving']",['Impatient'],Yes,Yes,Yes,Pass,Data
Bambi Earthfield,10/12/2019,{'PHP': 1},"['Listening', 'Curious', 'Courteous']","['Stubborn', 'Undisciplined', 'Anxious']",Yes,Yes,Yes,Pass,Business
Fair Ivashintsov,19/12/2019,"{'Python': 3, 'R': 2}","['Organisation', 'Ambitious', 'Rational']",['Distracted'],Yes,Yes,Yes,Pass,Data
Alexine Mcglue,03/12/2019,"{'C#': 4, 'SPSS': 2, 'PHP': 3, 'C++': 1}",['Consistent'],"['Critical', 'Intolerant', 'Immature']",Yes,Yes,Yes,Pass,Data
Lethia Crow,19/12/2019,"{'Python': 3, 'Java': 1, 'Ruby': 3, 'R': 5, 'JavaScript': 4}",['Altruism'],['Procrastination'],Yes,Yes,Yes,Pass,Business
Candy Vann,18/12/2019,"{'SPSS': 2, 'C++': 3}","['Perfectionism', 'Organisation']","['Anxious', 'Critical']",Yes,Yes,Yes,Fail,Data
Fawne Keen,12/12/2019,"{'R': 1, 'SPSS': 3}","['Consistent', 'Collaboration']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering
Kenton Elvish,05/12/2019,"{'Python': 4, 'C#': 3, 'C++': 2, 'JavaScript': 6}","['Passionate', 'Independent']",['Selfish'],Yes,Yes,Yes,Pass,Data
Eyde Boughton,19/12/2019,"{'Python': 1, 'R': 1}","['Collaboration', 'Passionate', 'Versatile']","['Overbearing', 'Conventional']",Yes,Yes,Yes,Fail,Engineering
Allina Buttfield,11/12/2019,"{'C#': 1, 'Ruby': 4, 'R': 4, 'PHP': 1, 'C++': 1}","['Composure', 'Determined']","['Anxious', 'Introverted', 'Sensitive']",Yes,No,Yes,Fail,Engineering
Winona Strotton,18/12/2019,"{'Python': 2, 'R': 4}","['Reliable', 'Listening', 'Consistent']",['Selfish'],Yes,Yes,Yes,Pass,Business
Thom Derwin,19/12/2019,"{'Java': 1, 'SPSS': 1, 'JavaScript': 5}",['Efficient'],"['Competitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering
Jacquelynn Savin,12/12/2019,{'C#': 2},['Competitive'],"['Overbearing', 'Impatient']",Yes,Yes,Yes,Pass,Business
